,textOriginal,cluster
2265,It’s English 🏴󠁧󠁢󠁥󠁮󠁧󠁿🤷🏻‍♂️,4
2266,Nutty girl   was my mean,3
2267,"Before all
You are so attractive
Play as well as artists 
Not girl",3
2268,"Hi,marina. My biggest dream is settle in Beijing, Da xing. The reason I learn English is because I want more opportunities when I apply for a job.",1
2269,I said the egg plant is pen😢is,2
2270,When l heard cheaky l was like cheaky boyyyy like Ronaldo 😂😭,3
2271,Speed runing to get my butt whooped💀,3
2273,"Americans:eggplant
British people:aubergiene
Me:Di-",2
2274,"Zucchini in America
Courgette in British 
Me:cucumber 💀💀💀",0
2276,You're amazing Maria.  would you please tell me  how can I find a native speakers to talk with them please repeat to my comment,1
2278,"Im as a Ukrainian say “cucumber, flashlight, bin, gas cube, telephone” 💀",0
2279,None of them 😂,3
2280,"Hey Marina, I had a question.
In the end you mentioned about entering university codes in the system. How can we send the scores directly without knowing our scores?😅",1
2281,Wha*a posh nAppy 😅,3
2282,Amazing….helpful,1
2283,It was very hard for me to learn commas si,1
2284,"No, you say it was nice seeing you to somebody you know because you enjoy seeing them on the regular. I feel like you don’t say that to someone you’ve never seen or met before.",3
2285,I will try with this plan.,1
2286,I'm indian-American ... 💀,4
2287,"People who got 5/5
👇",3
2288,"The ""What are you planning for tomorrow"" got me thinking very hard",3
2290,I've been following Lingumarina since 2022,3
2291,I've been following Linguamarina for 2 month,1
2292,You looks so beautiful 🤩❤️,1
2293,"Well, while refering higher authority people we say persons not people",3
2294,"Hi, Marina ! I am from India . I also from your side means I am  a teacher of a  Secondary School.. I am teaching English Grammar that's why I  often  watching your vlog. I like your  English speaking. Your voice also loud and  clear,easy to catch the words. I wish I could talk with you  ! Thx",1
2295,In British it's sounds like beginners first time asks about something 😂😂😂😂😂,4
2296,Wow.... I like your British accent. It's so fancy...,4
2297,"Britishers-sweets
American-candy
Indians- chocolate",0
2299,Yes I have done all correct,1
2300,This video is amazing .I am going to learn with you like achive my gols .I want to be an excelent English teacher ande this video and your word helped me.Thanks,1
2301,what is your english? Americain or british,4
2302,Indians can speak british american and indian accent all at once....they simply chose to pronounce words which are easier from both the accent and they spice it up with their indian accent 😂😂😂😂,4
2304,I need your help 🙏,1
2305,We Indians both mix British and American English 😂😂🤣🤣,4
2306,I wanna somone practice With me😢,1
2307,British accent in front of americans is just like Chinese for them 😅,4
2308,B2 and I had a problem with vocabulary,3
2309,The teacher is strict,1
2310,"I nailed almost every question in the listening and grammar sections, but failed to answer most of the vocabulary question's, what level am I at?",1
2311,"American:sweater 
British: jumper 
Algerian: vista 😂😂😂",4
2312,This  video is lit . ❤,1
2313,Me cucumber me again I guess I’m wrong,0
2314,"I Truly Trust That British accent is Too complex than American..
what's Your Idea Marine ?",4
2315,"""Ok the last one... ""

Me:  ""THAT'S A D-""",3
2316,Thanks Ms.Marina,1
2317,What a posh napyy 😂😂,3
2318,Where?,3
2319,American,4
2320,"American English: eggplant
British English: aubergine



Indian English: brinjal",2
2321,"It's OK to use contractions on the speaking test for either TOEFL or IELTS, just not on the written test portion.  The spoken test prioritizes natural language usage, or casual English.  Conversely, the written test prioritizes formal English usage.",1
2322,just found out I'm a mix. 😄,3
2323,as australian i am safe to say that we call candy lollys,0
2324,Shu? How is she here?,3
2325,"C1-C2, me: I’ll just sit here and watch Marina🗿",1
2327,"Nahhhh Australians just chillin' out here with our our entire language with about 20,000 different shortened words in our vocabulary




""Wanna have a barbie this arvo""
""Defo""
""The kiddos can have some roast chook""
""We better not invite the bogan next door""
""The one that smokes ciggies?""
""Yeah""
""Oh I'd better get some beer in the Esky so we can have a couple coldies""",0
2328,Hi my name is lima from afghanistan i am very thankful from you because i learn too much english from you i am female 16 years old in afghanistan we can not go to school so i follow you i wanna be your friend again thanks for helping me,1
2330,I speak both💀💀,3
2331,"Hey ! Marina ! Thanks for this attractive content! By the way is have a question you've said at the and of your video that we got to drop the idea of sounding perfect! I'm not so with you i. This point, because we're learning in order to sound better than before as the time goes by. Hope you're going to answer my question!!!",1
2332,The fantastic explanation for each preposition when to use and your teaching is mind-blowing and not boring at all.  I am following all the videos and improving my communication. Thanks and finally want to say you look awesome and gorgeous.!,1
2333,a professional soccer player in USA,3
2334,I’m definitely British 🇬🇧,4
2335,I'm stressed out,3
2336,Mam I want to learn English with you ...what is the registration process and fee?,1
2339,British is a complicated language as compared to American ...,4
2340,Thank you so much for this meditation. I love it ❤️,1
2341,"is there anyone who can tell the level of my english ?
i got correct 19",4
2342,In our country Pigs fly = Camel's tail touches the ground,3
2343,I love you medam I m sorry but really I feel you nice your speak English 😊 I m sorry but 😅,1
2344,This girl is a joke,3
2345,Posh Nappy💀💀💀,3
2347,Linguamrina my favourite teacher,1
2348,You don't know how to share a link,1
2349,Woah marina’s British accent ! 😄❤️,4
2351,I love LIly Allen too🤩,3
2352,"Hi marina 
I'm an Egyptian and I wanna thank u so much
I really learned alot from u 
And you were my inspiration to create my YouTube channel 
For teaching English 
Thank u so much marina ❤",1
2353,She's annoying,3
2354,me seeing the eggplant and thinking something way worse,2
2355,"I'm crying, thanks for support. ❤
I' m dreaming to make travel video make new friends, I want to write songs.  I want to be able to contact the whole world.",1
2356,American: you're sexy AF girl. British: You're really quite lovely 😍 Merican BTW,4
2357,"Your English is good, but it certainly does not flow like an American born speaker.  It sounds really stiff.   It sounds like you are forcing some kind of American accent.  I know foreign born Americans who have heavy accents but get the flow of American English. Actually, Americans would be more impressed with foreign born English speakers who try to learn American idioms reasonably well (as it shows you are trying to learn the culture) rather than getting a good accent but talking conversationally like you never left your native country. Seriously learn some idioms correctly and Americans will be impressed. We expect foreigners to have accents, even thick accents. It's not a problem.",4
2359,what zucchini its cucumber but zucchini its very deffrent to this,0
2360,"hello marina, in a several day i have watch your video and im very interesting because my english is not fluently, i wish may wathching your video can make me better to the future and can speak fluently",1
2361,"Cucumber, English cucumber",0
2362,Fool,3
2363,Lori 🚛 sweet🍬cookie🍪jumper(couldn’t find emoji)plum🍆😂,3
2367,Not her knoking on the wall -💀,3
2368,"Marina, you are not a teacher and have no right to teach anyone without CELTA and other certifications. Which you won't get because you are too busy fooling people for money. It's so easy to have editors and real teachers who will check text and your pronunciation and you even not doing it.",1
2369,American,4
2370,My biggest dream in life is to be independent and help others...Fulfill my parents' dreams...,1
2371,British and German accents are the GOAT 🗿,4
2374,As a indian i said that t shirt😂😂,3
2375,literally i'm feeling so greatfull and feels good after seeing this video i ;romise i'm gonna listen it eceryday before sleeps thank you so much for your hard work to make us more concious to our dreams and to work hard tbh i'm a science student but i'ave dreamed to be a billionaire and try to change the world and help people as much as i can.,1
2376,"American: Cell phone
British: Mobile phone

👇: Phone 🗿",4
2377,"""Oh, she is british"" hits so hard😅",4
2378,"it's really give me lots of knowledge about how to spent life happily hoe get success in life 
i want to become a business man that's why i want to learn English-speaking 
thank you for this valuable information
please make some other's videos like this",1
2379,Thank you so much for this meditation😍,1
2380,Spoken like a true cockney,3
2381,what called in American accent,4
2384,What if my taxi was a big Limo??,3
2385,Hi  you are the Best,1
2386,Hi  you are the Best,1
2389,I can speak British and American english at the same time.,4
2390,In India we call it Pampers😂😂,3
2392,Its a blause,3
2393,Did you like my British accent?,4
2394,"Does anyonw say pampers 😐
I say pampers, nappy and even napkin lol
Guess im half british without even knowing it lol",0
2395,No now yes),3
2396,As an Indian we call candy/sweets cholates all is cholate,0
2397,Yup it's actually,3
2404,"Plsssss,,give us YOUR vedios with english subtitle,,,",1
2405,Pleas make video how can know the apes of english,1
2406,Both,3
2409,"Thank you, Doctor, for your effort with us🥰",1
2410,I actually speak Russian ....,4
2411,"Indian English :

1) Money
2) TRuck
3) Shoes
4) Bandage
5) Aloo",0
2412,On bus or in bus?,3
2414,"How can i get the FREE workbook , i wrote my email but i don’t get anything. Please help",1
2415,Omg as an Italian u spoke so welll 😭❤,3
2416,Mostly im a Malaysian so we learn british english,4
2417,"British:Gas station
American:petrol station

Me:petrol bunk",0
2419,Thank you,1
2421,I didn´t receive the 30 days english challenge in my email :c,1
2422,Wow Incredible channel I can understand English without subtitles ...absolutely you're best teacher in the language English.. Thankyou Marina.,1
2423,Girl look up is america the most powerful country bc it is so u can visit China our most hated enemy,3
2425,"I'm gonna take TOEFL in a month and was so scared that it's not enough, but thanks to your video I've become more confident about the TOEFL. Thank you so much",1
2426,your pronounciation so clearly,3
2427,As a person who is not from English countries I use both of these accents together due to it doesn't matter whether I use American sound or British the most significant thing in here is to speak language so don't focus a lot till you go out from your country there are lots of reasons why I'm telling this but because it has impact on your speaking do you want to step up with anxiety? I'd recommend you when you get outdoor it is gonna be your habit to talk like them subconsciously.,4
2428,The first one called sharecropper,0
2429,hello that is not zucchini or courgette that is straight ✨ cucumber ✨,0
2430,I love you videos. You videos not only useful but it also great❤❤🎉,1
2431,Hi iM from pakistan i have been seeing your video since 2018,1
2433,'When pigs fly' has been immortalized by Pink Floyd ❤ 🎵🎶 🎸,3
2434,Thanks for creating this video,1
2435,This video was not useful for me. It doesn’t answer the question of the video,1
2436,Thank you so much mrs,1
2437,I got all  questions but I can't  say any word😢😊,3
2439,"I though, that my my English is intermediate, but I wasn't right...(",4
2440,I speak American... Common. But I say half-past nine),4
2443,because you i can speak english and learning language english😢,1
2444,"This video is mesmerizing moreover your videos are essential for me to develop my speaking skill . In addition to that, your work is impressing which helps me to develop my english language. Hope it's enough to acquire  an impressive result for my upcoming test",1
2445,Ok British butt….. it’s cucumber 🥒,0
2446,Its like saying shoot  ...🪓,3
2447,How many people here from Nepal,3
2448,"I don't know if I misunderstood, but can you bring food from outside on a plane trip?",0
2449,"American:candy
British:sweet
✨ India : chocolate ✨",0
2451,I love u ❤ you are my real my English speaking teacher I respect u and I have C1 certificate from speaking and  there are all of from you❤,1
2452,Africa,3
2453,American 😊,4
2454,"Hi Marina. I'm from Indonesia, I m really grateful getting your youtube channel. Encourage me to have big dream. As you know because of English I got my first job, and because of English too I have chance to work again as a English teacher  after 10 years  at home. Your video gives positive vibes and energy, I want to improve my English more and more. I want to be more confident with my English. Thanks so much and love u",1
2455,Me: Cucumber 💀,0
2456,"I am punwasi John from India, Please help me learn english language.",1
2457,I would like to talk to you,1
2459,"Me:
1.truck
2.candy
3.cookie
4.sweater
5.eggplant",0
2461,"American- eggplant
British-aubergine










Me-pe**s😂😂",2
2463,what kind of teaching is that,1
2464,"*Zucchini in American English, courgette in British English*



Me: ""Who tf said that""",0
2466,"In American it's candy and British sweets


Indians no bro chocolate",0
2467,"ME: A 100% CHILD FORM BRITISH
HOW I SPEAK: AMERICAN FOR 1000%",4
2469,This woman barely has an accent for english as a second language,4
2471,Good morning mam 🎉,1
2472,Where is the link?,1
2473,So we basically do earthly things,3
2474,"It's necessary for everyone to give a rest to our mind because it works for us round the clock maybe we must take care of our whole body,,",3
2475,You look the same as pretty as in 2014 and now❤❤❤❤❤ marina,3
2476,Bro scarlet is daker then red,3
2477,"She needs a little humility. Her accent is still strong and she does not pronounce several of those words like a native English speaker would. For example, she mispronounced ambiance and vocabulary.",3
2478,"I have been studying English for two years and I could reach the intermediate level , but , I am feeling stuck in this level 😢 . I am finding ways to reheat my wish to learn .",1
2479,"I like you women . You so cute ,lovely and karisma",1
2480,"i thought i was a b2, but i'm actaully a b1",3
2481,"watching,from UK",4
2482,Was he black?,3
2483,"American:eggplant
British:aubergine
Me:PEN-",2
2485,I love this type of video ❤❤❤,1
2486,what about day lights?,3
2487,"I love you Marina❤❤❤ Please marinoo dont drank alcohol its very very bad... In Islam, we do not drink alcohol because it is destroy the body and harmful . Alcohol has both harms and benefits , but its harms are greater than its benefits. And its forbidden
 Marina i love you so much",1
2488,"This video helps me so much ❤ talking slowly this way gives me confidence... 
Thank you so much",1
2489,"You're right Marina! To know a language can change your life, can make you feel you really alive!",1
2490,Congrats🥳🥳Love from France 🙏❤,3
2491,Hello. I am from Uzbekistan and I wanna buy this book. Can I buy? How?,1
2492,"She:
🇺🇲: flash light!
🇬🇧: Torch
Me: Lantern!!💀",3
2493,ur  33 yo ommg thats suprising,3
2494,Hello Marina can i find your book on Flipkart and amegon apps,1
2495,I would mkstley aa truck 🚛 even though im British,4
2496,"“No one is telling you you have to finish it” 

My teacher:….",1
2497,Will download this and listen every day ❤❤ best regards ever,1
2498,"American: Eggplant
British: Aubergine

Me: Cock",2
2499,"Thanks for the video,
This episode on another level ❤ I love this slow talking",1
2500,Also it's here * 💀💀,3
2501,"Nooo British says eggplant too
It’s French, that says aubergine",2
2502,That not British that England,4
2504,hey mam can y teach french?how much will it cost ?,1
2505,I am watching you from Algeria 🇩🇿🇩🇿🇩🇿❤,1
2506,Rip those who thoughts that that's a brinjal 💀,3
2507,Congratulations🎉hi from Azerbaijan,3
2508,All right ✅!!!!!!😊,3
2509,"USA : Gas station
UK : petrol station
while indians : petrol 💀",0
2510,I know all of them bcuz am an artist. Ez peasy,3
2512,"Really motivating ❤️
Thanks marina!!",1
2513,I hate scarry teachers😅,3
2514,Why C1 is hard for me. I am stuck in B2,1
2515,You can’t call it sweets if it’s only ONE,0
2516,Nah this girl sus,3
2518,"I want to learn this accent, but what if others notice me and think she is just overacting? Can you please help me.",1
2519,American,4
2520,I am from Germany and I am 15 years old. I wanna improve my English skills. If anyone in the comments wants to lern German or lern guitar playing basics then answer this comment.,1
2521,Thanks,1
2522,I am American English,4
2524,As a Indian I can confirm that we speak mix of British and American English,4
2525,"America:eggplant
British:aubergine
Me:D!ck",2
2526,lm native speaker Kurdish and Turkish language. l learned Engilsh after 34 years old and now lm try to learning Chinese  language.,1
2528,You are an excellent teacher. Congratulations for your work. Wish you a happy life madam,1
2529,"Actually if you want to sound more American, just say ""Sup Bruh"".",4
2530,Why ur looking soo pretty ❤️,3
2531,Yes you do!!!!! Your completely different I can't believe that it's you and I thought that its a different person speaking.....,3
2532,I tried to talk to myself… It is a great way to get more from english and fun somehow! :))),1
2533,"2nd-toffy
5th-brinjal😅😅😅😂",3
2534,there is so many noise in the background. perhaps only airports in Janpan are quiet.,3
2535,I have been following linguamarina for 1 day becz my papers start am very confused in preposition thnks for guide thnks alot,1
2536,"Never Let Them Know Your Next Move


✨Indian English✨",1
2537,I am indian but i speak British English,4
2538,Storybooks......,3
2540,"Actually I thought it would not be dark though video
But the brinjal one is dark 🌚",3
2542,I guess im anerican british,4
2543,Thank you about your beautiful content,1
2544,"Thank you so much for this meditation. It's very useful for me.
I don't believe much on me, in my ability on learning English. 
But I really want to learn English because my son is living and working in Canada and I want to travel and communicate with others fluently, not only when I travel to Canada of course, also when I travel anywhere I want to go.
Again, thanks a lot for yours videos.",1
2545,Zucchini in American courgette in British me: cucumber 🥒,0
2546,I speak the Britis😃😄😀,3
2549,"American : cell phone 
British : mobile phone 
Me: phone 😏😏😏😑😑😑😑",4
2550,I come from Eastern Europe and currently live permanently in the UK.,4
2551,"Jokes on you
I dont have Instagram🤭",3
2552,Love from India,3
2553,✨bRidDish✨,3
2554,"Hey marina !!!!
I'm just thinking that how much your videos have made me this able that  l can speak like a native speaker
Kudos and lot of appreciation👏",1
2555,"I have been following Linguamarina for 1 years.
I have been following Linguamarina since 2022

so thanks you ❤",1
2557,Togs are more New Zealand we say bathers more,3
2558,"So they ask you ""how are you"" and they are not really interested at all? 😮",3
2559,"We say both American and British bcuz we are










































































     😂😂       Indians       😂😂😂😂😂",4
2560,Can u do more like this video its very helpful,1
2561,what a big croissant ! what's the prise?,0
2562,Indian English ❤,4
2563,🇺🇸American,3
2564,You sound tip top. Good on ya,1
2565,"American :cell phone 
British : mobile phone 
Me: phone💀",4
2566,"American: Eggplant
British: Aubergine
Me: yall know:)",2
2567,Great content 🤍,1
2568,"The fact that people are open and approachable is nice. 
The dog situation is getting out of control in the last 5-6 years, dogs seem to be getting more rights than humans, now they're starting to visit grocery stores even when they aren't service dogs, also a lot of people just get a dog without putting work into it to get an appropriate breed for them and their living situation so they go to work, don't train their dog and leave it barking all day cooped up inside...",3
2569,"Who is studying this for tomorrow's exam 😂

 Congratulations to the students 🎉

This class was so helpful ❤❤",1
2573,That's great ...,1
2576,I'm the mixture of both of the language😂😂,3
2578,"Al. Indians be like nor zuchini nor couregette
only Cucumber or kheera 😂
Torch or tarch as a desi
Dustbin or kudhe vala dibba 
Petrol pump 
Phone mobile",0
2579,Thank you so much for such useful tips!,1
2584,I'm nice ❤❤❤❤❤ thank yuo❤❤❤❤❤,1
2585,I'm favoured financially❤❤❤❤❤❤I like Chanel yes oc,3
2586,Well as a Sri Lankan were are mixed both American and British English 😂😂😅,4
2587,I m following you Ma'am ....from India ❤️🇮🇳,1
2588,Hello how are you?,3
2589,Your so pretty,1
2590,What is going on?!? You are awesome teacher😮 I’m just reach enough English level to get what you telling…..it’s so cool😢,1
2591,Great work appreciate plz upload lot,1
2592,I think I speak both England English and American English and Aussie english,4
2593,This two teacher are my favourite teacher 😊😊,1
2594,So amazing i rely like your way of teaching,1
2595,I love your usefully video,1
2597,Knew all of them except cactus ❤,3
2598,Australiannn,4
2599,"I haven't studied and used English for months, so I feel like I've forgotten everything but I need it at school",1
2600,I'm here because of my procrastination :'),1
2601,"ACHKTUALLY 🤓, a vahz is just a larger vase for multiple flowers or a bouquet. If it is for a single flower or only like 2-3, it is a vase",3
2602,"I love American polite culture, it really was a culture shock when people would say good mornin walking down the street, sometimes I didin't know what to answer and only nodded hopefully it didin't come off as annoyed 😂",4
2603,As a british person i say eggplant not an aubergine it just sounds better,2
2606,Market  international,3
2607,Brianna  grocery,0
2609,I feel like I won't be successful with learning English,1
2612,Who mix them up  -------like,0
2613,I'm so happy that i listened this   meditation❤,1
2614,omgg nobody ever teached me that,3
2615,"Hello, i'm from Brazilian. Good video! 
 My dream is to teach what I like to do, play basketball.",1
2616,"My list(American)
🚛: truck
🍬: candy
🍪: cookie
 I don’t have the emoji but sweater
🍆: d!ck",0
2617,This is very impressive ❤❤❤,1
2618,THATS NOT A BUSCIT IS A CHOCOLATE COOKE THATS WHAT WE CALL THEM YOU POTATO,0
2619,"American: Truck
British: lorry

Me: Van 😂😂",4
2620,I was C2!! I didn't take any exam but I thought I had a B1 or something...,1
2621,"Aussie here. Never heard anyone say “togs” 😂
All I've ever heard is bathers lmao",4
2623,"Cucumber
Light
Dustbin
Petrol pump
Mobile
.......",0
2624,hello I'm planning to prepare for the exam. Btw the link for the 30 verbs does not work well :( Can I get the one?,1
2625,Bro English call it a bin not a dust bin,0
2627,thank you,1
2628,Hello form Bangladesh 🇧🇩🇧🇩,3
2629,"I can't believe i seriously hadn't thought when i put HBD to my friend through text 😞😞 i feel so bad, i even put emojis and everything, even going to the group chats of my friends to let them know it's his birthday, i hope he doesn't think he's not qorth my time 😢",3
2630,Can you please show me some websites where i can learn english vocabulary through pictures :) ?,1
2631,These are called homographs,3
2632,"thank you, Marina,  my schools of vietnam only learn English level literature, not applyed dailly english-speaking,listening,writing, reading in dailly living., you give me happiness your video, quality video and audio,, your good channel, thank you very much about your accent",1
2633,the advanced test was really hard for me..,1
2636,"creating a different source of income in these difficult times is the best thing to do. Not only does it guarantee profits, it also helps you plan and save for future expenses. It can be quite difficult to make an investment without sound knowledge or guidance, which is why it is advisable to work with an investment advisor.",1
2637,"creating a different source of income in these difficult times is the best thing to do. Not only does it guarantee profits, it also helps you plan and save for future expenses. It can be quite difficult to make an investment without sound knowledge or guidance, which is why it is advisable to work with an investment advisor.",1
2638,thank you i love this speak,1
2639,It should be no I don’t mind,3
2640,"American- Band-aid
We indians- Bandage",0
2643,"Thanks Marina. 
Thank you so much for making such a helpful video. 
Love it from bottom of my heart💕..",1
2644,I study English language because l wanna go to abroad country.. get scholarship or good job😊❤,1
2645,I got all of them right,3
2646,Where is this?,3
2647,Mission failed will get em next time,3
2648,ITS SPELT AUBERGINE AND PRONOUNSED OBERGINE,0
2650,Great Britain🧐,1
2652,"just do ur best to express urself, no need to waste speak like native.",1
2654,"Toffe , brinjal left the chat 💀",3
2656,When teacher is asked questions lmfao (no offence),3
2658,"me: British:20% american:80%
i am american.",4
2659,Hi friend very nice video I am Indian boy i really i like this vidio ❤❤❤,1
2660,I did not understand anything 😂😂,3
2661,Wow! Just amazing how much you've simplified the usage of commas for me. I must appreciate the effort you've put into it.,1
2662,I think my biggest wish is to move to another country and start a new life ❤❤❤,1
2663,That croissant is bigger than your stomach,0
2664,Oh you really made my day thank you ❤,1
2665,"me:
1. cucumber
2. torchlight
3. rubbish bin
4. petrol station
5. phone 
😳",0
2666,I’m aus and u use all of the words they said except pacifier,4
2667,So im American,4
2668,"THAT KIDS THAT ARE dirty mind at the last one 


Also i love ur channel",3
2671,"In india

Cucumber
Torch
Waste bin
Petrol pumb
Mobile

Mixed version.. 😹🏃‍♀️",0
2672,me:Mixed up with both language,3
2673,"Thanks
It's very helpful for me....",1
2674,my unbelief is tall,3
2675,as indian first one is truck second is chocate third one is biscuit fourth one in sweater and the last one is brinjal,0
2676,"She: band-aid
Me: bandage 
😅",3
2677,Hi marina I'm just a little bit concerned that the assimilation and other things that you explained can be used  while taking the ilet or toefl speaking test 🤔,1
2678,I am not from both the place but I suit to both the language,4
2679,Me:all British first nothing😂,4
2682,Me who said brinjal for last one 😢,3
2683,I dont speak English I speak Croatian,3
2685,I said cucumber and telephone instead of gas station💀,0
2687,"I call the last one ""Boy's thing""🌚",3
2689,Totally right and accurate !!! I’m American,4
2690,"when teacher started teaching a new topic about pronouncation 

Teacher;as an introduction is there any student who can tell me some english orginal words pronunciation with their current version🧐🧐
Me;Lot=load
But=bəd
sport=spoard
Sister=sidder
Goat=messi🤒🤒
Teacher;Nice student our topic is finished students' take note from what he told😂😂",1
2691,I speak American English,4
2692,What about arabic ?,4
2693,Thankyou,1
2695,"British:aubergine
American: eggplant

Me: talong",2
2696,❤❤❤ from India🇮🇳,3
2697,"Zucchini
Torch
Bin
Petrol station
Mobile phone",0
2698,"Zucchini/courgette

Me: ""cucumber""💀


Trash can/ dustbin


Me: ""bin"" 😂


Cellphone/mobile phone



Me:""phone""😅",0
2699,"I haven't looked at the other comments, but we use 'tap' in the UK not 'faucet' which is used in the USA.",4
2700,What was this ?  Did not like it....,3
2702,"Indians- 
1. Truck
2. Toffee
3. Biscuit
4. Sweater
5. Brinjal",0
2703,VERY TRUE! as an Australian😅,3
2704,Thank you very much!,1
2705,3:49 did anyone notice the guy behind Marina lol?,3
2706,"First is khira 😅😅
Ohh I am Indian-American-bristian😅",4
2707,"1= truck
2= toffee
3= biscuit
4= sweater
5= ""I was not able to remember it in English so I said bangun( बैंगन )""😂",0
2708,Indian english - bringil,0
2709,Thks for the tutorial and also the notion template itself,1
2710,Us Americans from the rust belt don't talk to each other. (At least from my experience),4
2711,Lucy and you are Pretty.  I don't know the meaning of the word pretty cause I am Bengali but  now I am the beginner of learning English and if the work means at the lower anything both are very exquisite 😊  I am exactly apollogy for myself,1
2712,I love your face so I have been learning english from you.,1
2713,"Thank you so much Marina, it's very useful for me. I want to travel to the US and  will improve my English skills to do it",1
2714,Im interesting to study with you but i have some questions about your course that I gotta study with you by zoom one by one or i have to learn by myself by your videos ?,1
2715,"I've been following Linguamarina for 2 days
I've been following Linguamarina since yesterday
She is really good, I love her courses.",1
2716,me who said lollies;👁️👄👁️,3
2717,yay! I got all of them correct exept the word CACTI,0
2718,is it free ?,3
2721,I speak both,3
2722,You can't even eat a quarter of that.,0
2723,Why can't I get the workbook? I have tried so many times but i've received nothing,1
2724,I just want to get British citizenship and I'm ready to spend whole my abilities to achieve it. It is a simple aim that is so difficult to reach. But I believe I can done it. Wish me good luck ),4
2725,"Australian
Truck
Lollie
Jumper
Eggplant",2
2726,Thank you so much Marina🙏🙌,1
2727,"As an american who has traveled a lot, one of my favorite things thats rarer in other places is that there is public water fountains everywhere, gotta stay hydrated!",4
2728,"Yeah,but however is for ESSAYS....and it sound even more stuppid.That's how It is, when you have fluent, quick conversation.",1
2729,I really enjoy your videos! I am trying to avoid translating from English to my native language. It's difficult at the beginning but I am doing n my best to improve my skills. You are an example and someone who inspires to achieve our goals.,1
2731,i've learned a lot from your video thanks <3,1
2732,I am in the USA and that’s true 🇺🇸,4
2733,I am in a motorcycle?,3
2734,"I want to become a singer! Iam in the 9th class and I play piano, guitar, e guitar and i can sing, so... I gonna make it",1
2735,"It's possible study english learning other language without your original idiom???? Example my original idiom is Spanish, but I am going to study Russian using English  less  my proposed it's learn English without thinking in Spanish",1
2736,"americans :biscuits 
british people: its a cookie bruv",0
2737,"Britain took the word ,,Aubergine'' from French",2
2738,I'm from north Macedonia gang,4
2740,thank so so much for this video🤍🤍,1
2741,"okay, the last one is pen- eggplant",2
2742,Chocolate army stand,0
2743,"Second ko mene toffe bola 😅😅
Last Wale mere dimag ke side se chla gya😅😅",3
2744,My dearest and world best English teacher intend to be with you for my best life style.,1
2746,I strongly desire to be with you for world best English speaking and travel all over the world if possible.,4
2747,How to get you ?,3
2748,"Hi, dear sweet speaker in English love you to chat with you work with you and do anything for you.",1
2749,I'm your fan from Egypt,3
2750,How soothing this is to hear!   🤍,1
2751,Great 👍🏽,1
2752,"🍆
Her: Ok so wut we call this? 
Me : uhh ooo eh oh um ye- yes it's an eggplant.. 

My mind : r u sure🙃

😂😂♡❥",2
2753,I learn whole sentences saying them aloud. 5 days - 300 repetitions per day at least. Later I don't need to translate. I know the meaning of words straight away like in my native language. And also I remember the meaning longer than by learning separate words. This method is called: chunking. It was a real game changer in my learning process and communication skills in English and other languages.,1
2754,I learn whole sentences saying them aloud. 5 days - 300 repetitions per day at least. Later I don't need to translate. I know the meaning of words straight away like in my native language. And also I remember the meaning longer than by learning separate words. This method is called: chunking. It was a real game changer in my learning process and communication skills in English and other languages.,1
2756,My best teacher forever,1
2757,I feel so sad because you can not provide download options 😢,1
2758,i think iam  a mix of both,3
2761,Long Life to Ukraine.,3
2762,Long Life to Ukraine.,3
2763,Long Life to Ukraine.,3
2764,Long Life to Ukraine.,3
2765,Long Life to Ukraine.,3
2766,"British: Aubergine
American: Eggplant

Me: D**k😳😳😳😳",2
2767,"Ok..teacher¨..thanks..for,,all¨¨...from..pensilvania/colombi...I..see..yours,,videoS¨¨",1
2769,"Uk:biscuit
Bangladesh and india:biscoot😂",0
2770,"mam marina, i understand your all words which you spoke, but when i watching a English movie i cant understood, what's the reason it",3
2771,I like your approach.. Really creative,1
2773,I am from England and we say bin not dustbin,0
2775,I want this croissant. I love to eat croissant all the time,0
2776,"Assalam u Alaikum , i wanna become a linguistic and dietitian . Really like it ...thanks keep making these kinds of videos..Thankss from Pakistan",1
2777,Who speak British and American                                                                                                                                                                                                  👇,4
2778,Thanks very interesting😊,1
2780,Am an Indian but I speak both the English,4
2783,Hi dear how do you do whenever I got chance to message you I would reply you otherwise no chance dear according to here climate is very hot nobody tolerate our hot temperature dear even though we have to strive our life because has to eat day to day life dear I thought long days have to start one small business in my life but if I got money business is so far if I got business money is no more what to do dear that is called  life as for I know,1
2784,American,4
2785,"It is amazing .it was motivation for me ,Marine thanks a lot for this I am From Uzbekistan Urgench I want to be  the best and a kind teacher in my city",1
